title,company,description,posted_date,views,applications
Senior Python Engineer,SoftHouseGroup,"Our client is a big international SaaS platform that allows salespeople to focus on selling. About 8 years ago, the company started as a startup. Now the main product is a BigData for sales professionals to identify, engage and close prospects, thanks to the prospecting platform, web extension, and API. The company’s customers range from SMBs to Enterprises, including Google, Dropbox, Uber, Microsoft, Facebook, etc. <br> <br><br><b>Interviewing:</b><br>1-st stage: interview with Recruiter (around 40 minutes) <br>2-nd stage: interview with Tech Lead (around 1,5 hour) <br><br><b>Team size:</b> 16 Engineers in Ukraine <br><br><b>Skills required:</b> <br>• 5+ years of experience as a Software Engineer; <br>• 4+ years of experience as a Python Engineer; <br>• Highly skilled in software development best practices and CI\CD; <br>• Proficient with web scraping libraries such as BeautifulSoup, Scrapy, Selenium, etc.; <br>• Strong experience with SQL and NoSQL databases; <br>• Experience working with cloud environments (AWS preferable); <br>• Experience with working with various database engines (relational, document storage, key-value, time series) - ElasticSearch, Redis, Postgres, MySql; <br>• Experience with Python asynchronous programming: AsyncPG <br>• Experience with Python DB libraries: SQL Alchemy, Alembic, SQL Model <br>• Experience with Python Web frameworks: FastAPI, Flask <br>• Experience with Python AWS libraries: Boto3 <br>• Experience with Docker, Kubernetes <br><br><b>Responsibilities include:</b> <br>• Design and implement high-scale and data-intensive services; <br>• Take part in the most significant projects in the company; <br>• Research and implement algorithmic solutions in our product; <br>• Work with a product manager and see the bigger picture and business requirements; <br>• Be a part of the heterogeneous team of backend and data engineers; <br>• Improve and propose new algorithmic solutions for our state-of-the-art search engine. <br><br><b>We offer:</b> <br>• Flexible working arrangements; <br>• Paid vacations (25 workdays) and sick leaves (5 workdays); <br>• Partial compensation for any sports activity; <br>• Medical insurance; <br>• English courses paid by the company; <br>• Challenging, and fast-growing product; <br>• Autonomous team structure with a lot of freedom and ownership; <br>• Opportunities to speak with clients and the development team only in English and free English classes; <br>• As a part of the team, you will be responsible for the production environments of the squad products that are used by thousands of customers worldwide.",12:40 22.02.2024,86,17
Python Developer (Data engineering),Dataforest,"<b>We are looking for a proactive and result-oriented Python Developer with data engineering expertise for the International E-commerce Project.</b><br><br>In each position, we provide freedom of action, ""creativity,"" as well as present challenging tasks and assist in their resolution, which enables rapid skill enhancement and allows seeing the results of one's own work very quickly.<br><br><b>Requirements:</b><br>• 1+ years experience with Python 3+;<br>• Experience ETL pipelines;<br>• Experience with Data Management ;<br>• Expertise with SQL (PostgreSQL) & NoSQL (ElasticSearch, Redis)<br><br><b>As a plus:</b><br>• Kafka;<br>• Apache Airflow;<br>• AWS Lambda;<br>• PySpark<br><br><b>Key responsibilities:</b><br>• Creating and updating ETL Pipelines;<br>• Working closely with different databases such as ElasticSearch, PostgreSQL;<br>• Data Processing Development;<br>• Deployment a Machine Learning models;<br>• Maintaining existing architecture of the project;<br>• looking for new approaches/solutions to improve current work of the system.<br><br><b>We offer:</b><br>• Opportunity to work with the high-skilled engineering team on challenging projects;<br>• Interesting projects with new technologies;<br>• Great networking opportunities with international clients, challenging tasks;<br>• Building interesting projects from scratch using new technologies;<br>• Personal and professional development opportunities;<br>• Competitive salary fixed in USD;<br>• Paid vacation and sick leaves, medical insurance;<br>• Flexible work schedule;<br>• Friendly working environment with minimal hierarchy;<br>• Team building activities, corporate events.",11:20 22.02.2024,640,63
Middle Solidity developer,Piligrim IT,"We are seeking a skilled Solidity Developer to contribute to the development of a revolutionary decentralized index platform for crypto investors. The project combines unique balanced indices and optimized crypto investment tools for seamless profit multiplication and risk minimization.<br><br>Responsibilities:<br>Develop and enhance smart contracts using Solidity.<br>Collaborate with team members to ensure the effective functioning of the decentralized platform.<br>Contribute to project decisions and optimizations for improved productivity and security.<br><br>Requirements:<br>Solid experience with Solidity programming language and smart contract development on blockchain platforms, particularly Ethereum.<br>Knowledge of decentralized finance (DeFi) principles and the cryptocurrency market.<br>Experience in conducting security audits for smart contracts is a plus.<br>Strong teamwork and communication skills.<br>We offer a stimulating work environment, opportunities for professional growth, and the chance to contribute to an innovative product in the cryptocurrency market. Interested candidates are invited to send their resume and portfolio to the provided email address.",16:18 21.02.2024,86,19
Python Engineer,Datrics,"<b>Job description</b><br><br>Join our core team as a Python Engineer, where you'll play a pivotal role in building an AI Data Analyst platform. This role focuses on developing backend components in Python for data pipelines, specifically geared towards integrating large language models and handling data-intensive tasks within a Kubernetes environment.<br><br><b>Duties and Responsibilities</b><br><br>- Design, develop, and optimize backend architecture for executing ETL pipelines<br>- Develop robust Python code, ensuring high reliability and coverage with unit tests.<br>- Engage in the framework design<br>- Actively contribute to product concept planning, bringing a backend engineering perspective to AI and data analysis solutions.<br><br><b>Required skills:</b><br><br>- 3+ years of experience in backend development using python<br>- 1+ years work experience with big data/data engineering/DAG stateful-stream-processing / data pipelines<br>- Experience with Docker<br>- Ability to design and develop scalable, clean python code that covered by unit tests<br>- Product and customer-focused mindset<br>- Good understanding of distributed systems<br><br><b>Education and degree:</b> <br><br>Masters or Bachelor's Degree in a quantitative field (Math, Statistics, Computer Science, Engineering, Data Science, Operations Research, etc.).<br><br><b>Specialized knowledge:</b><br><br>- Development Tools (Git, GitLab)<br>- CI/CD processes<br>- Understanding of software development company functioning<br>- Understanding of software development life cycles<br><br><b>Will be a plus:</b><br><br>- Experience with big data stack (pyspark, spark, dask, etc)<br>- Experience with AI/ML frameworks (pandas, sklearn, etc)<br>- Experience with LLMs / ChatGPT <br><br><b>Skills and abilities:</b><br><br>- Team playing and result orientation skills<br>- Self-management skills<br><br><br>In this role, you will be at the forefront of merging backend engineering with cutting-edge AI technology, creating solutions that answer complex business questions. If you're passionate about pushing the boundaries of data science and AI, we'd love to have you on board.",14:56 21.02.2024,719,152
Middle/Senior Solidity developer,Piligrim IT,"Solidity Development:<br>Design, test, and deploy smart contracts using 3+ years of Solidity experience.<br><br>Blockchain Skills:<br>Understand blockchain fundamentals and protocols.<br>Smart Contract Security:<br><br>Implement best practices for secure smart contracts.<br>Collaboration:<br><br>Work with cross-functional teams, explaining technical concepts effectively.<br>Problem Solving:<br><br>Analyze and resolve complex blockchain development issues.<br>Continuous Learning:<br><br>Stay updated on the latest blockchain trends and tools.<br><br>Desired Skills:<br>Bachelor's degree in Computer Science or related field.<br>Previous successful blockchain project experience.<br>Familiarity with smart contract auditing and DApp development.<br>Strong team collaboration skills.<br>Join us full-time and be part of our innovative blockchain development team!",13:50 21.02.2024,79,11
Junior Python Developer,DevelopsToday,"Our engineering team is expanding and seeking a talented Junior Python Developer to build backend web applications across diverse industries including sports, healthcare, machine learning, fin-tech, hiring and eCommerce.<br><br>Dive into the world of Python development with us and be part of our journey to drive innovation using modern technologies and best practices.<br><br><b>What you'll be working on:</b><br><br>- 🐍 Build REST APIs with Python and modern frameworks like FastAPI<br>- 💻 Crafting simple user interfaces for your APIs<br>- ✨ Assuring application stability with comprehensive unit and integration testing<br>- 🏗 Orchestrating app deployments using Gunicorn, UVicorn, Nginx, and Docker<br><br><b>Experience that will help you to do the job:</b><br><br>- Profound knowledge of Django, Django REST, FastAPI, or comparable frameworks, crafting solutions using the MVC pattern<br>- Experience in describing or creating database structures with Django ORM, SQLAlchemy, or similar libraries<br>- Familiarity with raw SQL queries, SQL query optimization, and database structure normalization<br>- Proficiency in writing tests using tools like Pytest, Faker, or their equivalents<br>- Entry-level skills in HTML, CSS, and client-side Javascript<br>- Experience in packaging and deploying applications using Docker, including writing Dockerfiles and cluster descriptions with Docker-Compose<br>- English Intermediate or higher<br><br><b>Experience that will be a plus:</b><br><br>- Knowledge in React (highly preferred) or other frontend frameworks<br>- Experience in setting up CI/CD pipelines<br>- Deployment know-how on cloud platforms such as Google Cloud, AWS, Azure, or Digital Ocean<br><br><b>We care for our team, therefore we offer:</b><br><br>- 🚀 Interesting and challenging projects with modern technology stack<br>- ✅ Code reviews and constant feedback on your work<br>- 💪 Culture encouraging and promoting professional growth and development<br>- 💻 Modern working environment<br>- 💸 Competitive salary with review based on your results<br>- ⌚ Fully remote work in the team with well-established remote work processes (our team members located in 7+ different countries, and we encourage diversity)<br>- 🎤 English speaking clubs<br>- 🇺🇦 Coverage of monthly psychologist support sessions for Ukrainian team members affected by the war<br>- 🏖 Paid sick leave and vacation - 15 business days (21 calendar days) of annual vacation<br>- 👾 Online weekly team activities",14:39 15.02.2024,2242,674
Middle Python BackEnd Developer,InDevLab – Innovations Development Lab,"<b>Position duties</b><br><br>—  Work as a part of a distributed Development Team.<br>—  Design and implementation of low-latency, high-availability, and performant applications.<br>—  Lead efforts to design, architect, and write new software components.<br>—  Produce maintainable, reusable, and testable code.<br>—  Troubleshoot performance and scalability issues.<br>Identify opportunities to improve and optimize applications.<br>—   Develop and maintain technical documentation related to the project.<br>—  Follow internal software development processes and standards.<br>—  Participate in status meetings and collaborate with other team members.<br>—  Communicate effectively with your teammates, Project Managers, and clients.<br><br><br><b>Our requirements</b><br><br>—  5+ years of Python programming experience (async.io, FastAPI, Tornado);<br>—  Experience with relational (PostgreSQL) and non-relational databases (Cassandra, MongoDB);<br>—  Experience in message queues (Kafka, RabbitMQ);<br>—  Experience in developing REST API services;<br>—  OOP and Design patterns;<br>—  Habits of writing reusable, testable, and efficient code.<br><br><b>Additional skills (But not ""must-have"")</b><br>—  Experience in building microservices;<br>—  Experience in ClickHouse DB;<br>—  Experience in search engines (ElasticSearch);<br>—  Education in computer science or the same;<br>—  English level Upper Intermidiate+.<br><br><br><b>About project</b><br><br>We invite you to join the e-health product core team.<br>Highly loaded technologies, no legacy code, and the ability to improve the product directly. <br><br><br><b>We offer</b><br><br>—  Competitive salary;<br>—  Remote work with a distributed team;<br>—  Work with the latest technologies;<br>—  Highly loaded projects at the national and international level;<br>—  The possibility of personal and career growth (vertical and horizontal growth);<br>—  Work in the AGILE SCRUM;<br>—  Paid vacations;<br>—  Various bonus programs (mentoring, referral, studying, others);<br>—  50%-100% - payments of education and certification courses;<br>—  Flexible working hours.",14:39 15.02.2024,309,87
Lead Backend Engineer (Python),MEGOGO,"До команди MEGOGO шукаємо Lead Backend engineer для розробки нового продукту. <br><br><b>Необхідні знання та навички:</b><br>- 6+ років досвіду комерційної розробки, з них останні 3+ на Python<br>- досвід розробки в Docker/Kubernetes оточенні<br>- навички побудови CI/CD Pipeline’ів<br>- розуміння й підтримка культури production-рішень: налаштування Logging, Monitoring, Alerting, а також визначення і забезпечення SLA<br>- впевнені знання теорії реляційних баз даних та досвід роботи з великими обсягами даних в MySQL/PostgreSQL<br>- досвід роботи з MongoDB або аналогічними документ-орієнтованими базами даних<br>- досвід роботи в проектах з Agile моделлю управління<br><br><b>Буде плюсом:</b><br>- досвід в e-commerce проєктах<br>- досвід в highload проєктах<br>- досвід роботи з фреймворком saleor.io<br><br><b>Основні обов'язки:</b><br>- аналіз вимог<br>- формування пропозицій по архітектурі проекта<br>- вибір і аргументація прийняття технічних рішень<br>- реалізація прийнятих технічних рішень<br>- менторство учасників команди<br>- відповідальність за якість виконання реалізацій вимог командою<br><br><b>Що ми пропонуємо:</b><br>- роботу в стабільній компанії — адже ми понад 12 років на ринку;<br>- дійсно цікаві завдання: бери участь у створенні медіасервісу майбутнього;<br>- відносини, побудовані на довірі;<br>- багато можливостей для розвитку;<br>- безкоштовні уроки англійської мови;<br>- заняття з плавання, а також уроки настольного тенісу;<br>- корпоративного психолога;<br>- для співробітників компанії знижки від брендів партнерів.<br><br>Відчуваєш, що твої навички відповідають вимогам? Хочеш стати частиною нашої команди? Швидше надсилай своє резюме!<br><br>Відповідаючи на вакансію і надіславши своє резюме в Компанію (ТОВ «МЕГОГО»), зареєстровану й діючу відповідно до законодавства України, реєстраційний номер 38347009, адреса: Україна, 01011, місто Київ, вул.Рибальська, будинок 22 (далі «Компанія»), ви підтверджуєте та погоджуєтеся з тим, що Компанія обробляє ваші особисті дані, представлені у вашому резюме, відповідно до Закону України «Про захист персональних даних» та правил GDPR.",14:34 15.02.2024,254,14
LLM Specialist with Python Knowledge,AIceberg,"<b>Position Description:</b><br>We are looking for an experienced AI/ML developer specialized in LLMs (Large Language Models), such as GPT-3/4 and similar. You will be involved in developing and integrating complex user scenarios using LLM, and writing Python code to enhance and expand the functionality of our customer support service.<br><br><b>Key Responsibilities:</b><br>- Optimizing existing code working with LLM models (embeddings, vector storage, vector search, prompt engineering).<br>- Developing and implementing multi-level user scenarios in AI.<br>- Writing and testing Python code.<br>- Working with the OpenAI API and exploring the integration of other AI technologies.<br>- Ongoing R&D in AI technologies.<br>- Collaborating with the development team and other company departments to achieve set goals.<br><br><b>Requirements:</b><br>- In-depth knowledge and experience with LLM, including GPT-3/4.<br>- Experience with Langchain and Python.<br>- Experience with OpenAI API and knowledge of other AI technologies.<br>- Ability to develop and implement complex user scenarios.<br>- Ability to approach tasks from a product perspective and make adjustments.<br>- Preferable experience in NLP (Natural Language Processing).<br>- Preferable experience with MongoDB, FastAPI, Docker.<br>- Excellent analytical and communication skills.<br><br><b>What We Offer:</b><br>- Competitive salary.<br>- Flexible work schedule. We are not concerned about when, how much, and where you work - the main thing is that tasks are completed.<br>- The opportunity to directly influence the final product.<br>- A chance to be part of shaping the future.",14:31 15.02.2024,421,69
Team Lead Python/Django,Dataforest,"We are seeking a highly skilled and experienced Team Lead Python/Django to join our dynamic team.<br><br>As a Team Lead, you will be an expert and a leader, playing a crucial role in guiding the development team, making technical decisions, and ensuring the successful delivery of high-quality software products.<br><br><b>Skills Requirements:</b><br>• 5+ years of experience with Python 3.4+;<br>• 4+ years of experience with Django/DRF and RESTful APIs;<br>• Experience working with relational and NoSQL databases (PostgreSQL, MongoDB, etc.);<br>• Familiarity with Elasticsearch;<br>• Knowledge of cloud solutions: AWS, GCP, Azure;<br>• Experience in multithreading/multiprocessing approaches;<br>• Proven experience in supporting and developing existing high-load projects;<br>• Proficiency with Docker, Kubernetes, and CI/CD pipelines;<br>• Previous experience in a Team Lead role;<br>• English proficiency — Upper-intermediate.<br><br><b>Responsibilities:</b><br>• Manage the development process and support team members;<br>• Write clean and well-structured code that is easy to read and maintain;<br>• Participate in decision-making processes related to design architecture, solution development, architectural, and code reviews;<br>• Develop high-load solutions;<br>• Conduct R&D work with new technology;<br>• Maintain high-quality coding standards within the team.<br><br><b>Optional skills (as a plus):</b><br>• Experience with Celery;<br>• Experience with payment systems integrations.<br><br><b>We offer:</b><br>• Great networking opportunities with international clients, involving challenging tasks;<br>• Involvement in building interesting projects from scratch using new technologies;<br>• Personal and professional development opportunities<br>• Competitive salary fixed in USD;<br>• Paid vacation and sick leaves, medical insurance;<br>• Flexible work schedule;<br>• Friendly working environment with minimal hierarchy;<br>• Comfortable, spacious, and well-equipped office in the city center;<br>• Team-building activities, corporate events.",12:54 16.02.2024,182,13
Senior Python Developer,Luxoft,"Project Description:<br>One of the world's largest providers of products and services to the energy industry has a need to develop and support cloud-based enterprise information system in Oil & Gas domain.<br>Our project is stable, long-term and constantly adopts new technologies.<br><br>Work supposes close cooperation with Customer team located in Houston and following Agile principles.<br>Our team is senior, supportive and friendly.<br>Responsibilities:<br>Design, develop, and maintain robust and scalable backend systems using Python, AWS Lambda functions, and GraphQL.<br>Collaborate closely with cross-functional teams including front-end engineers, product managers, and designers to define and implement APIs that meet business requirements.<br>Build efficient and optimized GraphQL APIs that enable clients to retrieve data with minimal over-fetching or under-fetching.<br>Leverage AWS services to architect and implement serverless solutions, utilizing Lambda functions for event-driven and microservices architectures.<br>Develop data processing pipelines, ETL processes, and real-time data streaming components using Python and AWS tools.<br>Optimize and fine-tune backend systems for performance, reliability, and scalability.<br>Work with DevOps teams to ensure smooth deployment and operation of backend services on AWS infrastructure.<br>Stay up-to-date with industry trends and emerging technologies, and apply best practices to continuously improve backend development processes.<br>Mandatory Skills Description:<br>Bachelor's degree in Computer Science, Engineering, or related field (or equivalent work experience).<br>3+ years of experience<br>Proven experience as a Back-End Software Engineer, with a strong track record of designing and implementing backend solutions.<br>Proficiency in Python and a solid understanding of software design principles.<br>Experience developing serverless applications using AWS Lambda functions.<br>In-depth knowledge of GraphQL and its implementation principles.<br>Familiarity with AWS services such as API Gateway, DynamoDB, S3, and CloudFormation.<br>Strong understanding of RESTful API design, microservices architecture, and event-driven programming.<br>Ability to write clean, maintainable, and well-documented code.<br>Problem-solving mindset with the ability to troubleshoot and debug complex backend issues.<br>Excellent teamwork and communication skills, with the ability to collaborate effectively in a cross-functional environment.<br>Nice-to-Have Skills:Experience with CI/CD pipelines and version control systems (e.g., Git) is a plus.",14:27 15.02.2024,90,14
Python Engineer with Computer Vision/AI,Adaptiq,"We are a pioneer in the field of Enhanced Sensory AI, and are proud to say that we have transformed customer and field service sectors. With an impressive portfolio of patents in AI and augmented reality, we introduced the concept of remote visual support to the broader audience.<br><br>Today, our advanced AI can see, hear, and guide people with visual instructions using smartphones and PCs.<br><br>We proudly serve a diverse clients' portfolio, including global industry leaders such as Vodafone, Orange, Hitachi, and dozens of Fortune 500 companies.. Our AI technology is the result of extensive training on vast datasets, encompassing customer interactions in voice, text, and visuals, enabling pattern recognition and optimal issue resolution.<br><br>We are rapidly expanding globally and is backed by leading venture capital firms like Salesforce Ventures, Scale Ventures, and OurCrowd.<br><br>Your responsibilities<br>Serve as a technical domain expert on backend development.<br>Establish design principles with the broader development team.<br>Hands-on web development of production-ready applications at scale.<br>Design and implement efficient and well-engineered solutions.<br>Work closely with data science, product, QA and infrastructure teams.<br><br>Skills<br>Back-end: Python, Django with celery<br>AWS experience<br>Data: Basic SQL and NoSQ-mongodbL, AWS S3<br>Experience<br><br>5+ years in backend development<br>5+ years in Python, Django with celery<br>Extensive AWS experience, including serverless architectures<br>Experience with CI/CD processes and tools (Jenkins, Docker, Kubernetes)<br>Experience with SQL and NoSQ-mongodbL<br>Nice to have: Experience in Machine Learning/Deep Learning<br><br>Education<br>Bachelor’s or Master's in Computer Science, Software Engineering or a related field",14:19 15.02.2024,14,5
